 1.500000000E+01 -1.379999995E+00 1.897000074E-01 -2.369999886E-03 -2.602000022E-03 9.500999935E-03
 1.500000000E+01 -1.360000014E+00 1.914999932E-01 -2.556999912E-03 -2.633000026E-03 9.572500363E-03
 1.500000000E+01 -1.340000033E+00 1.981000006E-01 -2.832999919E-03 -2.719999989E-03 9.775999933E-03
 1.500000000E+01 -1.320000052E+00 2.011999935E-01 -2.950000111E-03 -2.767999889E-03 9.913000278E-03
 1.500000000E+01 -1.299999952E+00 2.085999995E-01 -3.156000050E-03 -2.866999945E-03 1.017600019E-02
 1.500000000E+01 -1.279999971E+00 2.113000005E-01 -3.308000043E-03 -2.918000100E-03 1.030500047E-02
 1.500000000E+01 -1.259999990E+00 2.175000012E-01 -3.552000038E-03 -3.020999953E-03 1.046000049E-02
 1.500000000E+01 -1.240000010E+00 2.203000039E-01 -3.653999884E-03 -3.064000048E-03 1.054999977E-02
 1.500000000E+01 -1.220000029E+00 2.277999967E-01 -3.911000211E-03 -3.155000042E-03 1.078149956E-02
 1.500000000E+01 -1.200000048E+00 2.314999998E-01 -4.040000029E-03 -3.199999919E-03 1.094700024E-02
 1.500000000E+01 -1.179999948E+00 2.384999990E-01 -4.339000210E-03 -3.273000009E-03 1.116850041E-02
 1.500000000E+01 -1.159999967E+00 2.414000034E-01 -4.426000174E-03 -3.305000020E-03 1.130499970E-02
 1.500000000E+01 -1.139999986E+00 2.486000061E-01 -4.803000018E-03 -3.373000072E-03 1.152900048E-02
 1.500000000E+01 -1.120000005E+00 2.522000074E-01 -4.956000019E-03 -3.422999987E-03 1.167299971E-02
 1.500000000E+01 -1.100000024E+00 2.606000006E-01 -5.371000152E-03 -3.495000070E-03 1.193149947E-02
 1.500000000E+01 -1.080000043E+00 2.644999921E-01 -5.522999913E-03 -3.532999894E-03 1.209949981E-02
 1.500000000E+01 -1.059999943E+00 2.718000114E-01 -5.845999811E-03 -3.581000026E-03 1.228300016E-02
 1.500000000E+01 -1.039999962E+00 2.752000093E-01 -6.004999857E-03 -3.594999900E-03 1.238399930E-02
 1.500000000E+01 -1.019999981E+00 2.829000056E-01 -6.204999983E-03 -3.653000109E-03 1.256449986E-02
 1.500000000E+01 -1.000000000E+00 2.870999873E-01 -6.318000145E-03 -3.667999990E-03 1.266549993E-02
 1.500000000E+01 -9.800000191E-01 2.955000103E-01 -6.517000031E-03 -3.726999974E-03 1.284549944E-02
 1.500000000E+01 -9.599999785E-01 2.991000116E-01 -6.531000137E-03 -3.745000111E-03 1.290000044E-02
 1.500000000E+01 -9.399999976E-01 3.066000044E-01 -6.711000111E-03 -3.776999889E-03 1.301050000E-02
 1.500000000E+01 -9.200000167E-01 3.106000125E-01 -6.767000072E-03 -3.800000064E-03 1.307549980E-02
 1.500000000E+01 -8.999999762E-01 3.190999925E-01 -6.907999981E-03 -3.849999979E-03 1.322250068E-02
 1.500000000E+01 -8.799999952E-01 3.237000108E-01 -7.145000156E-03 -3.893000074E-03 1.332500018E-02
 1.500000000E+01 -8.600000143E-01 3.318000138E-01 -7.278000005E-03 -3.926999867E-03 1.349100005E-02
 1.500000000E+01 -8.399999738E-01 3.352000117E-01 -7.354999892E-03 -3.934999928E-03 1.357400045E-02
 1.500000000E+01 -8.199999928E-01 3.429000080E-01 -7.385999896E-03 -3.957999870E-03 1.371400058E-02
 1.500000000E+01 -8.000000119E-01 3.474000096E-01 -7.579000201E-03 -3.967000172E-03 1.380699966E-02
 1.500000000E+01 -7.799999714E-01 3.560000062E-01 -7.629999891E-03 -4.000000190E-03 1.394250058E-02
 1.500000000E+01 -7.599999905E-01 3.603000045E-01 -7.679000031E-03 -4.019999877E-03 1.404799987E-02
 1.500000000E+01 -7.400000095E-01 3.679000139E-01 -7.838999853E-03 -4.029999953E-03 1.415350009E-02
 1.500000000E+01 -7.200000286E-01 3.716999888E-01 -7.938000374E-03 -4.029000178E-03 1.421099994E-02
 1.500000000E+01 -6.999999881E-01 3.799999952E-01 -8.028999902E-03 -4.009000026E-03 1.428999938E-02
 1.500000000E+01 -6.800000072E-01 3.851999938E-01 -8.201000281E-03 -3.988999873E-03 1.430799998E-02
 1.500000000E+01 -6.600000262E-01 3.935000002E-01 -8.291999809E-03 -3.957999870E-03 1.436350029E-02
 1.500000000E+01 -6.399999857E-01 3.973999918E-01 -8.295999840E-03 -3.928000107E-03 1.438299939E-02
 1.500000000E+01 -6.200000048E-01 4.047999978E-01 -8.299999870E-03 -3.864000086E-03 1.440900005E-02
 1.500000000E+01 -6.000000238E-01 4.088999927E-01 -8.294999599E-03 -3.834000090E-03 1.442850009E-02
 1.500000000E+01 -5.799999833E-01 4.169999957E-01 -8.089000359E-03 -3.758999985E-03 1.443499979E-02
 1.500000000E+01 -5.600000024E-01 4.214000106E-01 -8.000999689E-03 -3.705000039E-03 1.441399939E-02
 1.500000000E+01 -5.400000215E-01 4.282000065E-01 -7.890000008E-03 -3.615000052E-03 1.441700011E-02
 1.500000000E+01 -5.199999809E-01 4.318000078E-01 -7.813000120E-03 -3.583000042E-03 1.442349982E-02
 1.500000000E+01 -5.000000000E-01 4.384000003E-01 -7.569999900E-03 -3.487000009E-03 1.439500041E-02
 1.500000000E+01 -4.799999893E-01 4.427999854E-01 -7.557999808E-03 -3.426000010E-03 1.436250005E-02
